name,organisation,country,url,url_api,description,location,has_issue,issue_type,code_en
Slovak Republic National Data Portal,Government Of The Slovak Republic,Slovak Republic,http://data.gov.sk/,,"A CKAN based portal, started in April 2012. At launch with 19 closed data sets.","48.6666667, 19.5",,,Slovak Republic - Slovak Republic National Data Portal
Smart Cities,Smart Cities,Spain,http://data2.esrism.opendata.arcgis.com,,Arcgis OpenData Portal,"39.9499949256, -3.7525",TRUE,,Spain - Smart Cities
Smart City+ Open Data,Smart City+ Open Data,France,http://data.smartcityplus.opendata.arcgis.com,,Arcgis OpenData Portal,"46.429165279, 2.2085",,,France - Smart City+ Open Data
Smart Communities,Smart Communities,United States,http://data.smartcommunities.opendata.arcgis.com,,Arcgis OpenData Portal,"39.9521622916, -75.164",TRUE,,United States - Smart Communities
Smith College Spatial Analysis Lab,Smith College Spatial Analysis Lab,United States,http://data.smithcollege.opendata.arcgis.com,,Arcgis OpenData Portal,"42.3166696867, -72.6403101161",,,United States - Smith College Spatial Analysis Lab
Smith Roberts Baldischwiler GIS,Smith Roberts Baldischwiler GIS,United States,http://data.srb.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - Smith Roberts Baldischwiler GIS
SNCF Open Data,SNCF,France,https://data.sncf.com/,,Open Data mobility and transportation,"48.85341, 2.349",,,France - SNCF Open Data
SNIS-VE,Ministerio de Salud,Bolivia,http://snis.minsalud.gob.bo/,,,"-16.5023775, -68.1336451",,,Bolivia - SNIS-VE
Social Security Administration Open Data,United States,United States,http://www.ssa.gov/open/data/,,,"38.8951, -77.0367",,,United States - Social Security Administration Open Data
Socio-economic Database,Malawi,Malawi,http://maseda.info,,,"-13.95, 33.7",,,Malawi - Socio-economic Database
Socrata Open Source Portal For Data,United States,United States,http://opendata.socrata.com/,,,"38.8833, -77.0167",,,United States - Socrata Open Source Portal For Data
Søfartsstyrelsen Open Data,Søfartsstyrelsen Open Data,Denmark,http://data.sofartdk.opendata.arcgis.com,,Arcgis OpenData Portal,"56.2625668434, 9.64686047874",FALSE,,Denmark - Søfartsstyrelsen Open Data
Solomon Islands Meteorological Service,Solomon Islands,Solomon Islands,http://met.gov.sb/,,,"-9.4667, 159.8167",,,Solomon Islands - Solomon Islands Meteorological Service
Somalia Resilience Program,Somalia Resilience Program,Somalia,http://data.somrep.com,,Arcgis OpenData Portal,"9.13999504333, 49.0332998048",TRUE,,Somalia - Somalia Resilience Program
"Somerville, Ma Open Data",United States,United States,http://data.somervillema.gov/,,,"42.3875, -71.1",,,"United States - Somerville, Ma Open Data"
Sonoma County Open Data,Sonoma County Open Data,United States,http://sonomacountyopendata.sonomamap.opendata.arcgis.com,,Arcgis OpenData Portal,"38.4829445731, -122.933",,,United States - Sonoma County Open Data
Soporte,Soporte,Colombia,http://soporte.com,,Arcgis OpenData Portal,"4.54635803762, -71.4565",,,Colombia - Soporte
Soporte Esri Colombia,Soporte Esri Colombia,Colombia,http://esricolombia.petmin-esri-co.opendata.arcgis.com,,Arcgis OpenData Portal,"4.54635803762, -71.4565",TRUE,,Colombia - Soporte Esri Colombia
South Africa Open Data,South Africa,South Africa,http://opendataportal.cloudapp.net/,,,"-30.0, 25.0",TRUE,,South Africa - South Africa Open Data
South African Higher Education Data,Centre for Higher Education Trust,South Africa,http://www.chet.org.za/data/sahe-open-data,,Education,"-34.0032051, 18.4656225",,,South Africa - South African Higher Education Data
South African Weather Service,South Africa,South Africa,http://www.weathersa.co.za/,,,"-30.0, 25.0",FALSE,,South Africa - South African Weather Service
"South Bend, In Open Data",United States,United States,http://data.southbendin.gov/,,,"41.6725, -86.2553",,,"United States - South Bend, In Open Data"
South Carolina Geograhic Information Services,United States,United States,http://www.gis.sc.gov/data.html,,,"34.00083, -81.03528",,,United States - South Carolina Geograhic Information Services
South Carolina Geological Survey,United States,United States,http://dnr.sc.gov/geology,,,"34.00083, -81.03528",,,United States - South Carolina Geological Survey
South Carolina Transparency,United States,United States,http://www.cg.sc.gov/fiscaltransparency,,,"34.00083, -81.03528",,,United States - South Carolina Transparency
South Dakota Open Data,United States,United States,http://catalog.opendata.city/organization/south-dakota,,,"44.3672, -100.3464",,,United States - South Dakota Open Data
South Korean Government Open Data,"Korea, Republic Of","Korea, Republic of",http://data.go.kr,,,"37.55, 126.9667",,,"Korea, Republic of - South Korean Government Open Data"
South Suburbian Mayors & Managers Association,South Suburbian Mayors & Managers Association,United States,http://ssmmaopendata.ssmma-gis.opendata.arcgis.com/,,,"41.5743603, -87.6664862",,,United States - South Suburbian Mayors & Managers Association
South West Highwaysltd,South West Highwaysltd,United Kingdom,http://public.swh.opendata.arcgis.com,,Arcgis OpenData Portal,"50.7259890852, -3.74662158203",,,United Kingdom - South West Highwaysltd
Southampton,Southampton,United Kingdom,http://data.southampton.ac.uk/,,,"50.9167316, -1.4707043",,,United Kingdom - Southampton
Southampton,Southampton,United Kingdom,http://www.southampton.gov.uk/council-democracy/council-data/default.aspx,,,"50.9168399, -1.4705331",,,United Kingdom - Southampton
Southern Grampians Shire Council Data,Southern Grampians Shire Council,Australia,https://data.gov.au/organization/southern-grampians-shire-council,,Southern Grampians Shire Council open data,"-37.742271, 142.024307",,,Australia - Southern Grampians Shire Council Data
Spain Government Data Portal,Government Of Spain,Spain,http://datos.gob.es,,Spanish national government data portal.,"40.0, -4.0",,,Spain - Spain Government Data Portal
Spanish Open Data Intiatives,Spain,Spain,http://opengov.es,,,"40.4333, -3.7",TRUE,,Spain - Spanish Open Data Intiatives
Správa Krkonošskéhonárodníhoparku,Správa Krkonošskéhonárodníhoparku,Czech Republic,http://gisopendata.krnap.cz,,Arcgis OpenData Portal,"50.6801750268, 15.6975731201",,,Czech Republic - Správa Krkonošskéhonárodníhoparku
St-Malo,St-Malo,France,http://www.data.gouv.fr/fr/organizations/ville-de-saint-malo,,,"48.6463741, -2.0766926",,,France - St-Malo
St-Maur-des-Fossés,St-Maur-des-Fossés,France,http://www.data.gouv.fr/fr/organizations/saint-maur-des-fosses/,,,"48.7999259, 2.474556",,,France - St-Maur-des-Fossés
St-Quentin,St-Quentin,France,http://saint-quentin-numerique.fr/,,,"49.8476836, 3.2440441",,,France - St-Quentin
"St. Clair County, Al",United States,United States,http://stclairco.com/,,,"33.7158, -86.3181",,,"United States - St. Clair County, Al"
"St. Croix County,WI","St. Croix County,WI",United States,http://sccgis.scccdd.opendata.arcgis.com,,Arcgis OpenData Portal,"45.0203728753, -92.4246",,,"United States - St. Croix County,WI"
St. Louis County GIS Service Center Open Data-Copy,St. Louis County GIS Service Center Open Data-Copy,United States,http://openstlco.stlcogis.opendata.arcgis.com,,Arcgis OpenData Portal,"38.6441473356, -90.4385961914",TRUE,,United States - St. Louis County GIS Service Center Open Data-Copy
"St. Louis County,Minnesota","St. Louis County,Minnesota",United States,http://stlouiscountymndata.slcgis.opendata.arcgis.com,,Arcgis OpenData Portal,"47.6381232317, -92.4748380854",,,"United States - St. Louis County,Minnesota"
"St. Louis, Mo Open Data",United States,United States,http://stlouis-mo.gov/data/,,,"38.6272, -90.1978",,,"United States - St. Louis, Mo Open Data"
Stad Antwerpen Open Data,Stad Antwerpen Open Data,Belgium,http://opendata.antwerpen.be,,Arcgis OpenData Portal,"51.2808705326, 4.3735",FALSE,,Belgium - Stad Antwerpen Open Data
Stadt Kleve Open Data,Germany,Germany,https://www.offenesdatenportal.de/organization/stadt-kleve,,,"51.3388, 6.5853",,,Germany - Stadt Kleve Open Data
Stadt Wesel am Rhein Open Data,Germany,Germany,https://www.offenesdatenportal.de/organization/stadt-wesel,,,"51.6643, 6.6296",,,Germany - Stadt Wesel am Rhein Open Data
STAR Open Data,STAR,France,https://data.explore.star.fr,,Open Data mobility and transportation,"48.1159675, -1.7235597",,,France - STAR Open Data
Stark County Ohio Open Data,Stark County Ohio Open Data,United States,http://downloads.starkcountyohio.opendata.arcgis.com,,Arcgis OpenData Portal,"40.8082333982, -81.36",,,United States - Stark County Ohio Open Data
Statcentral.ie,Central Statistics Office Ireland,"Ireland, Republic of",http://www.statcentral.ie/,,"The StatCentral portal provides standard documentation on recurring official statistics and links to where they can be found. It covers data produced by the Irish Central Statistics Office (CSO), as well as other government departments, agencies and other state bodies.","53.0, -8.0",,,"Ireland, Republic of - Statcentral.ie"
State Committee On Statistics (goskomstat),Russian Federation,Russia,http://gks.ru,,,"60.0, 90.0",,,Russia - State Committee On Statistics (goskomstat)
State Geological Survey Of The Slovak Republic,Slovak Republic,Slovak Republic,http://geology.sk,,,"48.15, 17.1167",,,Slovak Republic - State Geological Survey Of The Slovak Republic
State Government Open Data,State Government Open Data,United States,http://state.gov.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - State Government Open Data
State of Hawaii Open Geospatial Data Portal,Hawaii Statewide GIS Program,United States,http://geoportal.hawaii.gov/,,,"20.4455371, -159.7545939",,,United States - State of Hawaii Open Geospatial Data Portal
State Statistical Committee,Tajikistan,Tajikistan,http://stat.tj,,,"38.55, 68.8",,,Tajikistan - State Statistical Committee
State Statistical Committee,Azerbaijan,Azerbaijan,http://stat.gov.az,,,"40.3, 47.7",,,Azerbaijan - State Statistical Committee
State Statistical Office,Macedonia,Macedonia,http://www.stat.gov.mk/Default_en.aspx,,,"41.6, 21.7",,,Macedonia - State Statistical Office
State Statistics Committee,Ukraine,Ukraine,http://ukrstat.gov.ua,,,"49.0, 32.0",,,Ukraine - State Statistics Committee
Statec,Luxembourg,Luxembourg,http://statistiques.public.lu,,,"49.6, 6.1167",,,Luxembourg - Statec
Stateof Idaho Open Data,Stateof Idaho Open Data,United States,http://portal.idaho.opendata.arcgis.com,,Arcgis OpenData Portal,"45.5581106509, -113.9725",TRUE,,United States - Stateof Idaho Open Data
Stateof Michigan,Stateof Michigan,United States,http://uat.michigan.opendata.arcgis.com,,Arcgis OpenData Portal,"45.0084718119, -86.594",,,United States - Stateof Michigan
Stateof Tennessee STSGIS Downloadable Data,Stateof Tennessee STSGIS Downloadable Data,United States,http://tn.tnmap.opendata.arcgis.com,,Arcgis OpenData Portal,"35.8919680473, -85.9975",,,United States - Stateof Tennessee STSGIS Downloadable Data
Statice.is,Iceland,Iceland,http://statice,,,"65.0, -18.0",,,Iceland - Statice.is
Statistical Institute Of Jamaica,Jamaica,Jamaica,http://statinja.gov.jm/,,,"18.1824, -77.3218",,,Jamaica - Statistical Institute Of Jamaica
Statistical Office,Serbia,Serbia,http://webrzs.stat.gov.rs/website/,,,"44.8, 20.4667",,,Serbia - Statistical Office
Statistical Office Of Montenegro,Montenegro,Montenegro,http://monstat.org,,,"42.7833, 19.4667",,,Montenegro - Statistical Office Of Montenegro
Statistical Office Of The Republic Of Slovenia,Slovenia,Slovenia,http://stat.si,,,"46.05, 14.5",,,Slovenia - Statistical Office Of The Republic Of Slovenia
Štatistický Úrad Sr,Slovak Republic,Slovak Republic,http://portal.statistics.sk,,,"48.15, 17.1167",,,Slovak Republic - Štatistický Úrad Sr
Statistics About Every Make And Model Of Vehicle Registered In Great Britain,United Kingdom,United Kingdom,http://howmanyleft.co.uk/,,,"51.5072, -0.1275",,,United Kingdom - Statistics About Every Make And Model Of Vehicle Registered In Great Britain
Statistics And Research Aland,Aland Islands,Finland,http://asub.ax,,,"60.1, 19.93333",,,Finland - Statistics And Research Aland
Statistics Authority,Philippines,Philippines,http://census.gov.ph,,,"13.0, 122.0",,,Philippines - Statistics Authority
Statistics Belgium,Belgium,Belgium,http://statbel.fgov.be,,,"50.85, 4.35",,,Belgium - Statistics Belgium
Statistics Bureau Of Japan,Japan,Japan,http://www.stat.go.jp/,,,"35.6833, 139.7667",,,Japan - Statistics Bureau Of Japan
Statistics Canada,Canada,Canada,http://statcan.gc.ca/,,,"45.4, -75.6667",,,Canada - Statistics Canada
Statistics Estonia,Estonia,Estonia,http://stat.ee/en,,,"59.0, 26.0",,,Estonia - Statistics Estonia
Statistics Finland,Finland,Finland,http://www.stat.fi/org/avoindata/index_en.html,,,"64.0, 26.0",,,Finland - Statistics Finland
Statistics Koreo,"Korea, Republic Of","Korea, Republic of",http://kostat.go.kr,,,"37.55, 126.9667",,,"Korea, Republic of - Statistics Koreo"
Statistics Netherlands,Netherlands,Netherlands,http://cbs.nl,,,"52.3167, 5.55",,,Netherlands - Statistics Netherlands
Statistics New Zealand,New Zealand,New Zealand,http://stats.govt.nz,,,"-42.0, 174.0",,,New Zealand - Statistics New Zealand
Statistics Niue,Niue,New Zealand,http://spc.int/prism/niue,,,"-19.05, -169.9167",,,New Zealand - Statistics Niue
Statistics Norway,Norway,Norway,http://ssb.no,,,"61.0, 8.0",,,Norway - Statistics Norway
Statistics Office,New Caledonia,New Caledonia,http://isee.nc,,,"-21.25, 165.3",,,New Caledonia - Statistics Office
Statistics Service,Cyprus,Cyprus,http://www.mof.gov.cy/mof/cystat/statistics.nsf/index_gr/index_gr?OpenDocument,,,"35.0, 33.0",,,Cyprus - Statistics Service
Statistics Sierra Leone,Sierra Leone,Sierra Leone,http://statistics.sl,,,"8.4844, -13.2344",,,Sierra Leone - Statistics Sierra Leone
Statistics South Africa,South Africa,South Africa,http://beta2.statssa.gov.za,,,"2.0333, 45.35",TRUE,,South Africa - Statistics South Africa
Statistics Unit,Jersey,British Crown Dependencies,http://www.gov.je/government/jerseyworld/statisticsunit,,,"49.19, -2.11",,,British Crown Dependencies - Statistics Unit
Statistik Austria,Austria,Austria,http://statistik.at,,,"48.2, 16.35",,,Austria - Statistik Austria
Statistiques Tunisie,Institut National de la Statistique,Tunisia,http://dataportal.ins.tn/,,,"36.8163115, 10.1789489",,,Tunisia - Statistiques Tunisie
Statistiska centralbyråns,Statistiska centralbyråns,Sweden,http://www.scb.se/oppnadata/#,,,"59.33257, 18.0649",,,Sweden - Statistiska centralbyråns
Statistiska Centralbyrn,Sweden,Sweden,http://www.scb.se/en_/,,,"59.35, 18.0667",,,Sweden - Statistiska Centralbyrn
Stephenson Disaster Management Institute,Stephenson Disaster Management Institute,United States,http://data.sdmi.opendata.arcgis.com,,Arcgis OpenData Portal,"30.9807038322, -91.475082226",,,United States - Stephenson Disaster Management Institute
Steuben County Open GIS Data,Steuben County Open GIS Data,United States,http://steubencounty.scnygis.opendata.arcgis.com,,Arcgis OpenData Portal,"42.2809343769, -77.3658903315",,,United States - Steuben County Open GIS Data
STIF Open Data,STIF,France,http://opendata.stif.info/,,Open Data mobility and transportation,"48.85341, 2.349",,,France - STIF Open Data
Stoke-on-Trent,Stoke-on-Trent,United Kingdom,http://www.stoke.gov.uk/ccm/content/business/general/open-geospatial-consortium-data-catalogue.en,,,"53.0220634, -2.299828",,,United Kingdom - Stoke-on-Trent
Story County Open GIS Data Portal,Story County Open GIS Data Portal,United States,http://openstoryco.storycogis.opendata.arcgis.com,,Arcgis OpenData Portal,"42.0300792135, -93.4553678706",FALSE,,United States - Story County Open GIS Data Portal
Strathcona County,Canada,Canada,http://data.strathcona.ca/,,,"53.52333, -113.30889",,,Canada - Strathcona County
Style Testing,Style Testing,United States,http://styletesting-1.dcgis.opendata.arcgis.com,,Arcgis OpenData Portal,"38.8938411789, -77.0190900635",TRUE,,United States - Style Testing
Substance Abuse And Mental Health Service Administration,United States,United States,http://samhsa.gov/data,,,"38.8951, -77.0367",,,United States - Substance Abuse And Mental Health Service Administration
Sudan Central Bureau Of Statistics,Sudan,Sudan,http://cbs.gov.sd,,,"15.0, 32.0",,,Sudan - Sudan Central Bureau Of Statistics
Sudan Meteorological Authority,Sudan,Sudan,http://ersad.gov.sd/,,,"15.0, 32.0",,,Sudan - Sudan Meteorological Authority
Suffolk County GIS,Suffolk County GIS,United States,http://data.suffolkgis.opendata.arcgis.com,,Arcgis OpenData Portal,"40.9318696085, -72.6541288569",,,United States - Suffolk County GIS
"Summit County, Oh Code For America Brigade Open Data",United States,United States,http://communities.socrata.com/catalog/code-for-summit-county/,,,"41.13, -81.53",,,"United States - Summit County, Oh Code For America Brigade Open Data"
Summit Natural Gas,Summit Natural Gas,United States,http://gis.summitutilities.opendata.arcgis.com,,Arcgis OpenData Portal,"39.9487036689, -93.9773776855",,,United States - Summit Natural Gas
Sun Database,United States,United States,http://groups.csail.mit.edu/vision/sun/,,,"42.3598, -71.0921",,,United States - Sun Database
Sunderland,Sunderland,United Kingdom,http://www.sunderland.gov.uk/index.aspx?articleid=4112,,,"54.8957399, -1.4761637",,,United Kingdom - Sunderland
Sunnyshire Open Data,Sunnyshire Open Data,United Kingdom,http://sunnyshire.esriuk-aulg.opendata.arcgis.com,,Arcgis OpenData Portal,"55.9366692134, -3.1895",,,United Kingdom - Sunnyshire Open Data
Sunshine Coast Council Open Data,Sunshine Coast Council,Australia,https://data.sunshinecoast.qld.gov.au,,Sunshine Coast Council open data,"-26.65481, 153.093152",,,Australia - Sunshine Coast Council Open Data
Suomenavoimenpaikkatiedonsivusto,Suomenavoimenpaikkatiedonsivusto,Finland,http://suomi1.esrifinland.opendata.arcgis.com,,Arcgis OpenData Portal,"64.1445241713, 26.1035",FALSE,,Finland - Suomenavoimenpaikkatiedonsivusto
Superintendênciade Trânsitoe Transportes Públicos,Superintendênciade Trânsitoe Transportes Públicos,Brazil,http://data.sttpcg.opendata.arcgis.com,,Arcgis OpenData Portal,"-7.22938745036, -35.8914968567",FALSE,,Brazil - Superintendênciade Trânsitoe Transportes Públicos
Support ESRI France_FLT,Support ESRI France_FLT,France,http://flt.d2esrifrance.opendata.arcgis.com,,Arcgis OpenData Portal,"46.7427087552, 3.17429984879",,,France - Support ESRI France_FLT
Support ESRI Francetug,Support ESRI Francetug,France,http://tug.d2esrifrance.opendata.arcgis.com,,Arcgis OpenData Portal,"46.7310090769, 2.0925",FALSE,,France - Support ESRI Francetug
Support ESRI Francetug-Copier,Support ESRI Francetug-Copier,France,http://tug-1.d2esrifrance.opendata.arcgis.com,,Arcgis OpenData Portal,"46.7310090769, 2.0925",FALSE,,France - Support ESRI Francetug-Copier
Surf Coast Shire Council Data,Surf Coast Shire Council,Australia,http://data.gov.au/organization/surf-coast-shire-council,,Surf Coast Shire Council open data,"-38.306593, 144.321167",,,Australia - Surf Coast Shire Council Data
Suriname Online,Suriname Online,Suriname,http://data.surinameonline.opendata.arcgis.com,,Arcgis OpenData Portal,"4.05017984418, -55.6052425563",,,Suriname - Suriname Online
Surrey,Surrey,Canada,http://data.surrey.ca/,,,"49.111318, -122.9411254",,,Canada - Surrey
"Surrey, Bc Open Data",City of Surrey,Canada,http://data.surrey.ca,,"Business and Economy,  Community Services,  Environment, Finance, Health and Safety,  Infrastructure  , Land Use and Development ,Local Government , Miscellaneous , Recreation and Culture  ,Transportation, Imagery","49.191366, -122.849914",,,"Canada - Surrey, Bc Open Data"
Survey Department,Nepal,Nepal,http://dos.gov.np,,,"26.5333, 86.7333",,,Nepal - Survey Department
"Survey Of Brunei,ministry Of Development",Brunei Darussalam,Brunei Darussalam,http://survey.gov.bn,,,"4.8903, 114.9422",,,"Brunei Darussalam - Survey Of Brunei,ministry Of Development"
Sussex County Delaware,Sussex County Delaware,United States,http://gis.sussexcounty.opendata.arcgis.com,,Arcgis OpenData Portal,"38.6696929611, -75.3925",,,United States - Sussex County Delaware
Sustainable Southeast Partnership Open Data,Sustainable Southeast Partnership Open Data,United States,http://sspopendata.ssp-community.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - Sustainable Southeast Partnership Open Data
Sutton Open Data,London Borough of Sutton,United Kingdom,http://www.sutton.gov.uk,,London Borough of Sutton Open Data Catalog,"51.35, -0.2",,,United Kingdom - Sutton Open Data
Suwannee River Water Management District Open Data Portal,Suwannee River Water Management District Open Data Portal,United States,http://data.srwmd.opendata.arcgis.com,,Arcgis OpenData Portal,"29.9193857039, -82.9826505854",,,United States - Suwannee River Water Management District Open Data Portal
Swaziland Meteorological Service,Swaziland,Swaziland,www.swazimet.gov.sz,,,"-26.3167, 31.1333",,,Swaziland - Swaziland Meteorological Service
Sweden Bit By Bit,Sweden,Sweden,http://geodata.se,,,"59.35, 18.0667",,,Sweden - Sweden Bit By Bit
Sweden Open Data,Sweden,Sweden,http://oppnadata.se/,,,"59.35, 18.0667",,,Sweden - Sweden Open Data
Swedish Meteorological And Hydrological Institute,Sweden,Sweden,http://smhi.se/,,,"59.35, 18.0667",,,Sweden - Swedish Meteorological And Hydrological Institute
Swiss Federal Railways Open Data,SBB,Switzerland,https://data.sbb.ch,,"Gerade die Daten der SBB sind Assets, die beispielsweise für Broker im Mobilitätsmarkt, Informationsanbieter, Rollmaterialhersteller oder Anbieter von Infrastrukturen von grossem Interesse sind.","46.9677989, 7.4610027",,,Switzerland - Swiss Federal Railways Open Data
Swiss Public Transport,SBB,Switzerland,https://opentransportdata.swiss/en/terms-of-use/,,"opentransportdata.swiss is the platform for customer information data on public transport in Switzerland, where you can obtain data on public transport free of charge and get access to specific public Transport services. The data published here has been prepared for developers.","46.9677989, 7.4610027",,,Switzerland - Swiss Public Transport
Swiss Statistics,Switzerland,Switzerland,http://www.bfs.admin.ch/bfs/portal/en/index.html,,,"46.8333, 8.3333",,,Switzerland - Swiss Statistics
Switzerland Government Open Data,Switzerland,Switzerland,http://opendata.admin.ch/,,,"46.8333, 8.3333",,,Switzerland - Switzerland Government Open Data
Systematics,Systematics,West Bank and Gaza Strip,http://data.systematics.opendata.arcgis.com,,Arcgis OpenData Portal,"31.4123405957, 34.9764176269",,,West Bank and Gaza Strip - Systematics
Tacoma Open Data,Tacoma Open Data,United States,http://data.tacoma.opendata.arcgis.com,,Arcgis OpenData Portal,"47.2430545146, -122.4555",,,United States - Tacoma Open Data
Taiwan Government Open Data Portal,National Development Council,"Taiwan, Republic Of China",http://data.gov.tw,,"transparent,health,weather,environment,water,budget,spending,procurement,location,education,etc","25.0429103, 121.5200874",,,"Taiwan, Republic Of China - Taiwan Government Open Data Portal"
Taiwan Open Data,"Taiwan, Province Of China","Taiwan, Republic Of China",http://www.opendata.tw/,,,"23.5, 121.0",,,"Taiwan, Republic Of China - Taiwan Open Data"
Talgov New Design,Talgov New Design,United States,http://talgovnew.tlcgis.opendata.arcgis.com,,Arcgis OpenData Portal,"30.4566123014, -84.3053155233",,,United States - Talgov New Design
Talgov See New Features-Delete Me,Talgov See New Features-Delete Me,United States,http://talgov-delete.tlcgis.opendata.arcgis.com,,Arcgis OpenData Portal,"30.4758429543, -84.32725",FALSE,,United States - Talgov See New Features-Delete Me
Tampa,Tampa,United States,http://city.tampa.opendata.arcgis.com/,,,"28.4918228, -83.8677856",,,United States - Tampa
Tampere Open Data,Finland,Finland,http://www.tampere.fi/tampereen-kaupunki/tietoa-tampereesta/avoin-data.html,,,"61.5, 23.7667",,,Finland - Tampere Open Data
Tampere Public Transport - Api,Finland,Finland,http://developer.publictransport.tampere.fi,,,"61.5, 23.7667",,,Finland - Tampere Public Transport - Api
Tanzania Meteorological Agency,"Tanzania, United Republic Of","Tanzania, United Republic Of",http://meteo.go.tz,,,"-6.307, 34.854",,,"Tanzania, United Republic Of - Tanzania Meteorological Agency"
Tanzanie,Tanzanie,"Tanzania, United Republic Of",http://opendata.go.tz/,,,"-6.307, 34.854",,,"Tanzania, United Republic Of - Tanzanie"
Tasmanian Government Data,Tasmanian Government,Australia,http://data.gov.au/organization?q=tasmania,,Tasmanian Government open data,"-42.021389, 146.593333",,,Australia - Tasmanian Government Data
Telecomunicaciones La Paz,Telecomunicaciones La Paz,Bolivia,http://open.geosystems-telco.opendata.arcgis.com,,Arcgis OpenData Portal,"-16.5023775, -68.1336451",FALSE,,Bolivia - Telecomunicaciones La Paz
Tennessee,State Of Tennessee,United States,http://www.tn.gov/opengov/,,Open Government Tennessee,"35.7503468, -86.250271",,,United States - Tennessee
Tennessee Aquarium Conservation Institute,Tennessee Aquarium Conservation Institute,United States,http://conservation.tnaci.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - Tennessee Aquarium Conservation Institute
Terrassa Open Data,Spain,Spain,http://opendata.terrassa.cat/,,,"41.5611, 2.0081",,,Spain - Terrassa Open Data
Territoire Montpellier Numérique - Données Publiques Ouvertes,Mairie De Montpellier,France,http://opendata.montpelliernumerique.fr,,France's city of Montpellier's Area OpenData store,"43.61092, 3.87723",,,France - Territoire Montpellier Numérique - Données Publiques Ouvertes
Territoires du Nord-Ouest,Territoires du Nord-Ouest,Canada,http://www.nwtgeoscience.ca/our-data-and-searching-tools,,,"68.4608542, -136.8168073",,,Canada - Territoires du Nord-Ouest
Test,Test,Canada,http://test.rmw.opendata.arcgis.com,,Arcgis OpenData Portal,"43.4395247806, -80.459",TRUE,,Canada - Test
Texas Open Data,United States,United States,http://www.texas.gov/en/connect/pages/open-data.aspx,,,"30.2747, -97.7406",,,United States - Texas Open Data
Texas Transparency,Texas Comptroller Of Public Accounts,United States,http://www.texastransparency.org/opendata/index.php,,"The Open Data Center is a new service offered as part of the Comptroller's transparency initiative. It is designed to provide direct access to machine-readable, platform-independent raw datasets, as well as other important data tools created by Texas CPA.
New datasets and data tools will continue to be added as this section expands. Your feedback is welcome and encouraged. Let us know how you have used this data and what other types of data and data formats you would like to see.","31.2504424, -99.2506061",,,United States - Texas Transparency
Thai Meteorological Department,Thailand,Thailand,http://tmd.go.th/,,,"13.75, 100.4833",,,Thailand - Thai Meteorological Department
Thailand Open Data Portal,Electronic Government Agency,Thailand,http://data.go.th/,,All themes,"13.0108336, 96.9937247",,,Thailand - Thailand Open Data Portal
The Arctic Biodiversity Data Service,ABDS,Iceland,http://geo.abds.is/geonetwork/srv/fre/catalog.search#/home,,"Here you will find data, services and maps and more.","48.8473075, 2.2875811",,,Iceland - The Arctic Biodiversity Data Service
The Arizona Geological Survey,United States,United States,http://azgs.az.gov,,,"34.54167, -112.46944",,,United States - The Arizona Geological Survey
The Atlas of Living Australia,The Atlas of Living Australia,Australia,http://www.ala.org.au,,"The Atlas of Living Australia is a collaborative, national project that aggregates biodiversity data from multiple sources and makes it available and usable online.","-23.033333, 133.416667",,,Australia - The Atlas of Living Australia
The Brunei Meteorological Service,Brunei Darussalam,Brunei Darussalam,http://bruneiweather.com.bn/,,,"4.8903, 114.9422",,,Brunei Darussalam - The Brunei Meteorological Service
The Corporationof Haldimand County,The Corporationof Haldimand County,Canada,http://opendata.haldimandcounty.on.ca,,Arcgis OpenData Portal,"42.947308866, -79.8055",FALSE,,Canada - The Corporationof Haldimand County
the Data Driven Detroit Open Data Site,the Data Driven Detroit Open Data Site,United States,http://beta.d3.opendata.arcgis.com,,Arcgis OpenData Portal,"42.3538850583, -83.10875",FALSE,,United States - the Data Driven Detroit Open Data Site
The Data Hub,Open Knowledge Foundation,United Kingdom,http://thedatahub.org/,,"An openly editable registry for open data (and a few closed ones).

CKAN makes it easy to find, share and reuse open content and data, especially in ways that are machine automatable.

Includes more than 3000 datasets, including the metadata of all the Linked Open Data used to draw the [LOD Cloud](http://lod-cloud.net/)

A flagship install of the [CKAN software](http://ckan.org/).

The original community catalogue, running since 2007. 

Previously known as ckan.net. 

Maintainers: Rufus Pollock, Friedrich Lindenberg, Richard Cyganiak, David Read","52.2042699, 0.1127198",,,United Kingdom - The Data Hub
the DCGIS Open Data Site,the DCGIS Open Data Site,United States,http://opendata.dc.gov,,Arcgis OpenData Portal,"38.894856945, -77.0398270264",,,United States - the DCGIS Open Data Site
The Egyptian Meteorological Authority,Egypt,Egypt,http://nwp.gov.eg/,,,"26.0, 30.0",,,Egypt - The Egyptian Meteorological Authority
The Geological Survey And Mines Department,Uganda,Uganda,http://uganda-mining.go.ug,,,"1.0667, 31.8833",TRUE,,Uganda - The Geological Survey And Mines Department
